Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal,combined_features
 Sr. Software Engineer Android/Hybrid,3 - 5 yrs, SQL| Android| jQuery| UML| Coding| Graphics| JSON| Test cases| System testing| SQLite,Programming & Design,Hyderabad,IT Software - System Programming,"IT-Software, Software Services",Software Developer,78.4740613,17.360589,4535," SQL| Android| jQuery| UML| Coding| Graphics| JSON| Test cases| System testing| SQLite Software Developer IT-Software, Software Services IT Software - System Programming"
 Principal Engineer-Piping,15 - 18 yrs, HVAC| Architecture| Project management| CAD| thermal| Conceptualization| Instrumentation| Autodesk| Food processing| Project delivery,Engineering Design,Mumbai,"Engineering Design , R&D","Construction, Engineering, Cement, Metals",Technical Lead/Project Lead,72.8773928,19.0759899,2691," HVAC| Architecture| Project management| CAD| thermal| Conceptualization| Instrumentation| Autodesk| Food processing| Project delivery Technical Lead/Project Lead Construction, Engineering, Cement, Metals Engineering Design , R&D"
 Business Analyst - Structured Finance,1 - 4 yrs, electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income,System Design/Implementation/ERP/CRM,Gurgaon,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Business Analyst,77.00270015,28.42826235,5537," electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income Business Analyst Banking, Financial Services, Broking IT Software - Application Programming , Maintenance"
Solution Architecting, 8 - 12 Years,Product management|Analytical skills|software architecture|Prototype|Business analysis|Manager Technology|Outsourcing|Resource management|Operations|Solution architecting,Programming & Design, Gurgaon,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Technical Architect,77.00270015,28.42826235,6851,"Product management|Analytical skills|software architecture|Prototype|Business analysis|Manager Technology|Outsourcing|Resource management|Operations|Solution architecting Technical Architect IT-Software / Software Services IT Software - Application Programming , Maintenance"
 Sales / Business Development,15 - 20 yrs, Sales Head| Hospitality| Office automation| Residential sales| Sales strategy| Bfsi| management| Real estate sales| Flex| Executive search,Senior Management,"Bengaluru,Chennai","Sales , Retail , Business Development","Recruitment, Staffing",Head/VP/GM/National Manager -Sales,77.5553641,13.0155238,4064," Sales Head| Hospitality| Office automation| Residential sales| Sales strategy| Bfsi| management| Real estate sales| Flex| Executive search Head/VP/GM/National Manager -Sales Recruitment, Staffing Sales , Retail , Business Development"
" Medical Coding Job(fresher Ug/pg) Pharm,lifescience,be(biotech&biomed)",0 - 2 yrs, biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences,Medical Professional,"Chennai Vellore,Salem Erode,Madurai Trichy","Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Intern,,,4373," biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences Intern Medical, Healthcare, Hospitals Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Consultant,12 - 16 yrs, Com| Application support| Email| SAP IS-Utilities| level| Billing| change| Service| CRM| Entry level,System Design/Implementation/ERP/CRM,Pune,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Outside Technical Consultant,73.8544541,18.521428,4683," Com| Application support| Email| SAP IS-Utilities| level| Billing| change| Service| CRM| Entry level Outside Technical Consultant BPO, Call Centre, ITeS IT Software - Application Programming , Maintenance"
 Network & Security Architect- Pune,8 - 13 yrs, Network,,Pune,Other,"IT-Software, Software Services",Other,73.8544541,18.521428,1834," Network Other IT-Software, Software Services Other"
 Business Development Manager,1 - 3 yrs, ERP| RF| Action plan| Relationship| Software sales| Business planning| B2B Sales| RFQ| RFP| CRM,Corporate Sales,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.0759899,5681," ERP| RF| Action plan| Relationship| Software sales| Business planning| B2B Sales| RFQ| RFP| CRM Sales/Business Development Manager IT-Software, Software Services Sales , Retail , Business Development"
 Assistant Vice President - Stock Broking - Delhi,3 - 8 yrs, Equity| Currency| Mutual Funds| Commodities| Stock Broking| New Client Acquisition| Business Generation| Channel Distribution| Team Management| team handling| sales,Senior Management,Delhi NCR,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Head/VP/GM/National Manager -Sales,77.1212148,28.6882438,3935," Equity| Currency| Mutual Funds| Commodities| Stock Broking| New Client Acquisition| Business Generation| Channel Distribution| Team Management| team handling| sales Head/VP/GM/National Manager -Sales Banking, Financial Services, Broking Sales , Retail , Business Development"
 Production Manager in Press Shop & Projection Welding,10 - 15 yrs, Production Management| Weld Shop| Press Shop| pressing| sheetmetal,Production/Manufacturing/Maintenance,Greater Noida,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Production Manager,77.5137649,28.4670734,4859," Production Management| Weld Shop| Press Shop| pressing| sheetmetal Production Manager Automobile, Auto Anciliary, Auto Components Production , Manufacturing , Maintenance"
 salesfoce Developer +3Years / Mumbai,3 - 8 yrs, Salesforce Developer| sfdc developer| Salesforce,Programming & Design,"Mumbai,Pune","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.840292,18.9560691,4106," Salesforce Developer| sfdc developer| Salesforce Software Developer IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Social Media Executive,0 - 1 yrs, website| facebook| online| Twitter| seo| internet| search engine optimisation,Online/Digital Marketing,Hyderabad,"Marketing , Advertising , MR , PR , Media Planning","Media, Entertainment, Internet",Social Media Marketing Manager,78.4740613,17.360589,5029," website| facebook| online| Twitter| seo| internet| search engine optimisation Social Media Marketing Manager Media, Entertainment, Internet Marketing , Advertising , MR , PR , Media Planning"
 Business Advisor,0 - 3 yrs,vide,Institutional Sales,Kolkata,"Sales , Retail , Business Development","Strategy, Management Consulting Firms",Sales Executive/Officer,88.35769124,22.5414185,4045,"vide Sales Executive/Officer Strategy, Management Consulting Firms Sales , Retail , Business Development"
" IT Recruiter, Technical Recruiter",0 - 4 yrs, head hunting| talent acquisition| Recruitment Executive| it recruitment| screening| technical recruitment| hiring| recruitment consultant| recruitment| sourcing| excel powerpoint| staffing,HR/ Recruitment / IR,Noida,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive,77.3271074,28.5707841,1702," head hunting| talent acquisition| Recruitment Executive| it recruitment| screening| technical recruitment| hiring| recruitment consultant| recruitment| sourcing| excel powerpoint| staffing Recruitment Executive IT-Software, Software Services HR , Recruitment , Administration , IR"
 SAP PLM Consultant - SAP MM Module,10 - 15 yrs, SAP PLM| SAP MM| SAP EHS,Other,Hyderabad,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Consultant,78.4740613,17.360589,5553," SAP PLM| SAP MM| SAP EHS Outside Consultant IT-Software, Software Services IT Software - ERP , CRM"
 Python Manager - IIT/ IIM/ DSE/ ISI,3 - 6 yrs, Microstrategy| Business Intelligence| Cognos| Business Objects| Tableau| AWS| Python| SQL,Admin/Maintenance/Security/Datawarehousing,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT/Networking-Manager,77.590082,12.9767936,2383," Microstrategy| Business Intelligence| Cognos| Business Objects| Tableau| AWS| Python| SQL IT/Networking-Manager IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Marketing Manager - Activation - Iit/nit,2 - 5 yrs, Marketing| Event Management| Brand Management,Marketing,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing Manager,72.8773928,19.0759899,6366," Marketing| Event Management| Brand Management Marketing Manager IT-Software, Software Services Marketing , Advertising , MR , PR , Media Planning"
 Hiring .Net Developers for Hyderabad Location,3 - 6 yrs, asp.net| ado.net| MVC,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,5419," asp.net| ado.net| MVC Software Developer IT-Software, Software Services IT Software - Application Programming , Maintenance"
